SCHOOL_NAME,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
King George,Public,2016,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,68.5,9,85.9,24.7,5.4
King George,Public,2017,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.1,5.6,91.8,25.1,6.1
King George,Public,2018,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,68.6,10,96.4,21.9,5.7
King George,Public,2019,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.1,9.6,93.9,22.7,4.7
Kitsilano,Public,2015,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.1,6.8,96.9,11.8,6.8
Kitsilano,Public,2016,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.9,5.5,94.1,12.9,7.1
Kitsilano,Public,2017,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.8,6.5,96.4,14.5,6.8
Kitsilano,Public,2018,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,72.3,5.1,96.8,13.3,6.7
Kitsilano,Public,2019,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.5,3.8,97.2,13.1,6.6
Little Flower,Independent,2015,Vancouver,Gr 12 enrolment: 95,0.0,1.5,0.0,86.7,0.6,100,0.7,10
Little Flower,Independent,2016,Vancouver,Gr 12 enrolment: 95,0.0,1.5,0.0,85.8,0,100,0,10
Little Flower,Independent,2017,Vancouver,Gr 12 enrolment: 95,0.0,1.5,0.0,87.6,0,100,1.1,10
Little Flower,Independent,2018,Vancouver,Gr 12 enrolment: 95,0.0,1.5,0.0,86.7,0,98.9,1,10
Little Flower,Independent,2019,Vancouver,Gr 12 enrolment: 95,0.0,1.5,0.0,85,0,100,0,10
Lord Byng,Public,2015,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,79.5,1.7,98.7,2.9,8.7
Lord Byng,Public,2016,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,78.9,1.8,99.2,5.8,8.7
Lord Byng,Public,2017,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,77.6,4.8,95.5,7,8.1
Lord Byng,Public,2018,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,74.3,6.3,98.2,1.6,7.1
Lord Byng,Public,2019,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,75.8,1.7,100,0.8,8.4
Magee,Public,2015,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,74.4,5.6,98.6,11.8,7.5
Magee,Public,2016,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,73.7,5,96.1,13.9,7.3
Magee,Public,2017,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,68.5,13.4,97.2,7.7,6
Magee,Public,2018,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,69.1,9.8,98.4,5,5.6
Magee,Public,2019,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,72.6,3.4,97.8,8.4,7.2
Notre Dame,Independent,2015,Vancouver,Gr 12 enrolment: 129,0.0,4.9,0.0,70,7.3,100,2.5,6.6
Notre Dame,Independent,2016,Vancouver,Gr 12 enrolment: 129,0.0,4.9,0.0,71.4,5.7,100,2.3,7.2
Notre Dame,Independent,2017,Vancouver,Gr 12 enrolment: 129,0.0,4.9,0.0,67.8,11.4,99.3,3,6.6
Notre Dame,Independent,2018,Vancouver,Gr 12 enrolment: 129,0.0,4.9,0.0,72.7,1.4,99.3,2.2,7.9
Notre Dame,Independent,2019,Vancouver,Gr 12 enrolment: 129,0.0,4.9,0.0,72.7,1.6,100,0,7.4
Point Grey,Public,2015,Vancouver,Gr 12 enrolment: 187,3.7,11.4,0.0,75,5.8,98.7,6.5,7.4
Point Grey,Public,2016,Vancouver,Gr 12 enrolment: 187,3.7,11.4,0.0,74.3,5,98,9.3,7.6
Point Grey,Public,2017,Vancouver,Gr 12 enrolment: 187,3.7,11.4,0.0,70.9,9.6,97.2,10.1,6.6
Point Grey,Public,2018,Vancouver,Gr 12 enrolment: 187,3.7,11.4,0.0,70.9,8.1,99.1,3.5,6.3
Point Grey,Public,2019,Vancouver,Gr 12 enrolment: 187,3.7,11.4,0.0,73.3,3.4,98.8,6.3,7.4
Prince Of Wales,Public,2015,Vancouver,Gr 12 enrolment: 216,4.8,10.5,0.0,77.1,3.4,97.9,9.7,7.9
Prince Of Wales,Public,2016,Vancouver,Gr 12 enrolment: 216,4.8,10.5,0.0,75.6,4.5,97.8,8.5,7.5
Prince Of Wales,Public,2017,Vancouver,Gr 12 enrolment: 216,4.8,10.5,0.0,67.5,16.9,99.1,9.2,6.1
Prince Of Wales,Public,2018,Vancouver,Gr 12 enrolment: 216,4.8,10.5,0.0,70.2,10.4,93.8,10.6,5.5
Prince Of Wales,Public,2019,Vancouver,Gr 12 enrolment: 216,4.8,10.5,0.0,70.2,8.3,98,1.5,6.3
Sir Charles Tupper,Public,2015,Vancouver,Gr 12 enrolment: 242,8.9,17.2,0.0,66.9,10.2,97,23.5,5.3
Sir Charles Tupper,Public,2016,Vancouver,Gr 12 enrolment: 242,8.9,17.2,0.0,67.5,9.8,96,21.7,6.1
Sir Charles Tupper,Public,2017,Vancouver,Gr 12 enrolment: 242,8.9,17.2,0.0,65,14.6,96.8,29.9,5
Sir Charles Tupper,Public,2018,Vancouver,Gr 12 enrolment: 242,8.9,17.2,0.0,64.8,10.3,92.5,24.9,4.3
Sir Charles Tupper,Public,2019,Vancouver,Gr 12 enrolment: 242,8.9,17.2,0.0,67.2,8.3,93.1,21.3,5.4
Sir Winston Churchill,Public,2015,Vancouver,Gr 12 enrolment: 402,6.1,6.6,26.2,75.1,4.9,95.2,12,7.4
Sir Winston Churchill,Public,2016,Vancouver,Gr 12 enrolment: 402,6.1,6.6,26.2,73.7,5.8,97.5,8.4,7.6
Sir Winston Churchill,Public,2017,Vancouver,Gr 12 enrolment: 402,6.1,6.6,26.2,72.5,5.2,97.1,9.3,7.6
Sir Winston Churchill,Public,2018,Vancouver,Gr 12 enrolment: 402,6.1,6.6,26.2,72.3,4.9,96.5,11,7
Sir Winston Churchill,Public,2019,Vancouver,Gr 12 enrolment: 402,6.1,6.6,26.2,70.5,6.1,96.4,11.2,5.9
St George’s,Independent,2015,Vancouver,Gr 12 enrolment: 162,0.0,3.1,0.0,83.7,0.4,100,0,9.9
St George’s,Independent,2016,Vancouver,Gr 12 enrolment: 162,0.0,3.1,0.0,84.3,0.1,100,1.4,9.9
St George’s,Independent,2017,Vancouver,Gr 12 enrolment: 162,0.0,3.1,0.0,81.9,0.7,100,1.1,10
St George’s,Independent,2018,Vancouver,Gr 12 enrolment: 162,0.0,3.1,0.0,81.8,0,100,0.2,9.4
St George’s,Independent,2019,Vancouver,Gr 12 enrolment: 162,0.0,3.1,0.0,80.6,0,100,1.3,9.4
St John’s,Independent,2015,Vancouver,Gr 12 enrolment: 47,0.0,7.2,0.0,76.2,0,97.6,0,8.7
St John’s,Independent,2016,Vancouver,Gr 12 enrolment: 47,0.0,7.2,0.0,78.4,0,100,0.3,9.1
St John’s,Independent,2017,Vancouver,Gr 12 enrolment: 47,0.0,7.2,0.0,75.8,2.3,100,2.6,9.3
St John’s,Independent,2018,Vancouver,Gr 12 enrolment: 47,0.0,7.2,0.0,79.4,0,100,2.7,9.6
St John’s,Independent,2019,Vancouver,Gr 12 enrolment: 47,0.0,7.2,0.0,74.4,4.3,100,0,8.6
St Patrick’s,Independent,2015,Vancouver,Gr 12 enrolment: 101,0.0,14.1,0.0,70.7,5.2,100,0.7,6.9
St Patrick’s,Independent,2016,Vancouver,Gr 12 enrolment: 101,0.0,14.1,0.0,70.2,7.1,100,2.1,6.7
St Patrick’s,Independent,2017,Vancouver,Gr 12 enrolment: 101,0.0,14.1,0.0,68.3,6,100,0,6.8
St Patrick’s,Independent,2018,Vancouver,Gr 12 enrolment: 101,0.0,14.1,0.0,67.5,9.9,100,4.3,4.8
St Patrick’s,Independent,2019,Vancouver,Gr 12 enrolment: 101,0.0,14.1,0.0,66.7,10.4,100,2.2,5.3
Stratford Hall,Independent,2015,Vancouver,Gr 12 enrolment: 40,0.0,3.0,0.0,76.3,4.3,100,5,8
Stratford Hall,Independent,2016,Vancouver,Gr 12 enrolment: 40,0.0,3.0,0.0,81.3,0.6,100,0.7,9
Stratford Hall,Independent,2017,Vancouver,Gr 12 enrolment: 40,0.0,3.0,0.0,78.8,0,100,0,9.3
Stratford Hall,Independent,2018,Vancouver,Gr 12 enrolment: 40,0.0,3.0,0.0,79.2,2.4,100,0,8.5
Stratford Hall,Independent,2019,Vancouver,Gr 12 enrolment: 40,0.0,3.0,0.0,77.7,0,100,0.2,8.7
Templeton,Public,2015,Vancouver,Gr 12 enrolment: 158,3.3,16.8,0.0,69.6,8,90.6,20.4,5.7
Templeton,Public,2016,Vancouver,Gr 12 enrolment: 158,3.3,16.8,0.0,68.1,11.1,91.2,24.6,5.6
Templeton,Public,2017,Vancouver,Gr 12 enrolment: 158,3.3,16.8,0.0,66.2,14.3,93.6,17.6,4.9
Templeton,Public,2018,Vancouver,Gr 12 enrolment: 158,3.3,16.8,0.0,67.5,7.3,91.9,22.2,5.6
Templeton,Public,2019,Vancouver,Gr 12 enrolment: 158,3.3,16.8,0.0,71,3.6,92.9,17.7,6.3
The Westside School,Independent,2015,Vancouver,Gr 12 enrolment: 31,0.0,5.0,0.0,72.6,7,100,n/a,7.2
The Westside School,Independent,2016,Vancouver,Gr 12 enrolment: 31,0.0,5.0,0.0,74.9,2.7,92.9,n/a,6.5
The Westside School,Independent,2017,Vancouver,Gr 12 enrolment: 31,0.0,5.0,0.0,n/a,n/a,n/a,n/a,n/a
The Westside School,Independent,2018,Vancouver,Gr 12 enrolment: 31,0.0,5.0,0.0,n/a,n/a,n/a,n/a,n/a
The Westside School,Independent,2019,Vancouver,Gr 12 enrolment: 31,0.0,5.0,0.0,69.1,3.3,90,n/a,4.5
University Hill,Public,2015,Vancouver,Gr 12 enrolment: 221,7.5,4.7,0.0,76.7,4.9,98.9,3.3,8.1
University Hill,Public,2016,Vancouver,Gr 12 enrolment: 221,7.5,4.7,0.0,76,4.2,97.1,2.9,8
University Hill,Public,2017,Vancouver,Gr 12 enrolment: 221,7.5,4.7,0.0,67.2,15.2,99.4,0,6.1
University Hill,Public,2018,Vancouver,Gr 12 enrolment: 221,7.5,4.7,0.0,68.6,10.3,96.7,16.5,5.2
University Hill,Public,2019,Vancouver,Gr 12 enrolment: 221,7.5,4.7,0.0,69.8,13.5,98.1,13.7,5.3
Vancouver College,Independent,2015,Vancouver,Gr 12 enrolment: 159,0.0,7.1,0.0,76.3,2.8,100,1.3,8.5
Vancouver College,Independent,2016,Vancouver,Gr 12 enrolment: 159,0.0,7.1,0.0,76.6,2.2,100,0.9,8.6
Vancouver College,Independent,2017,Vancouver,Gr 12 enrolment: 159,0.0,7.1,0.0,73.5,1.9,98.7,3.7,8.2
Vancouver College,Independent,2018,Vancouver,Gr 12 enrolment: 159,0.0,7.1,0.0,77.5,0.6,99.4,1.3,8.7
Vancouver College,Independent,2019,Vancouver,Gr 12 enrolment: 159,0.0,7.1,0.0,76,1.3,100,3.2,8.9
Vancouver Technical,Public,2015,Vancouver,Gr 12 enrolment: 300,3.7,10.6,20.7,69,9.2,95.6,15.4,6.1
Vancouver Technical,Public,2016,Vancouver,Gr 12 enrolment: 300,3.7,10.6,20.7,69.3,8.5,94.4,18.9,6.3
Vancouver Technical,Public,2017,Vancouver,Gr 12 enrolment: 300,3.7,10.6,20.7,67.5,9.3,94.4,15.6,6.1
Vancouver Technical,Public,2018,Vancouver,Gr 12 enrolment: 300,3.7,10.6,20.7,68.5,7.9,92.2,21.7,5.1
Vancouver Technical,Public,2019,Vancouver,Gr 12 enrolment: 300,3.7,10.6,20.7,70.7,4.3,95.9,13.9,5.8
West Point Grey,Independent,2015,Vancouver,Gr 12 enrolment: 80,0.0,10.0,0.0,82.5,0.3,100,0.2,9.4
West Point Grey,Independent,2016,Vancouver,Gr 12 enrolment: 80,0.0,10.0,0.0,85.6,0,100,0.1,9.9
West Point Grey,Independent,2017,Vancouver,Gr 12 enrolment: 80,0.0,10.0,0.0,82.3,0,100,0.8,9.9
West Point Grey,Independent,2018,Vancouver,Gr 12 enrolment: 80,0.0,10.0,0.0,85.5,0,100,1.3,9.9
West Point Grey,Independent,2019,Vancouver,Gr 12 enrolment: 80,0.0,10.0,0.0,84.4,0,100,0,10
Windermere,Public,2015,Vancouver,Gr 12 enrolment: 250,11.3,11.8,0.0,68,11.1,93.8,31.9,5.4
Windermere,Public,2016,Vancouver,Gr 12 enrolment: 250,11.3,11.8,0.0,69,11.1,96.6,20.4,6.1
Windermere,Public,2017,Vancouver,Gr 12 enrolment: 250,11.3,11.8,0.0,66.5,10.7,90.8,27.6,5.4
Windermere,Public,2018,Vancouver,Gr 12 enrolment: 250,11.3,11.8,0.0,67.7,5.9,88.8,25,5.2
Windermere,Public,2019,Vancouver,Gr 12 enrolment: 250,11.3,11.8,0.0,69.1,3.6,92.1,26.9,5.8
York House,Independent,2015,Vancouver,Gr 12 enrolment: 67,0.0,6.9,0.0,86.6,0,100,3.1,10
York House,Independent,2016,Vancouver,Gr 12 enrolment: 67,0.0,6.9,0.0,86.2,0.6,100,1.5,10
York House,Independent,2017,Vancouver,Gr 12 enrolment: 67,0.0,6.9,0.0,87.2,0,100,0.6,10
York House,Independent,2018,Vancouver,Gr 12 enrolment: 67,0.0,6.9,0.0,86.3,0,100,1.6,9.9
York House,Independent,2019,Vancouver,Gr 12 enrolment: 67,0.0,6.9,0.0,83.4,0,100,0,9.6
Collingwood,Independent,2015,West Vancouver,Gr 12 enrolment: 110,0.0,8.7,0.0,82.4,1,100,0,9.8
Collingwood,Independent,2016,West Vancouver,Gr 12 enrolment: 110,0.0,8.7,0.0,83.3,0.2,100,0,9.8
Collingwood,Independent,2017,West Vancouver,Gr 12 enrolment: 110,0.0,8.7,0.0,81.6,0,100,0,10
Collingwood,Independent,2018,West Vancouver,Gr 12 enrolment: 110,0.0,8.7,0.0,81.9,0,100,1.4,9
Collingwood,Independent,2019,West Vancouver,Gr 12 enrolment: 110,0.0,8.7,0.0,80.2,0,100,0.9,9.2
Mulgrave,Independent,2015,West Vancouver,Gr 12 enrolment: 82,0.0,0.2,0.0,79.1,1.7,100,0,9.1
Mulgrave,Independent,2016,West Vancouver,Gr 12 enrolment: 82,0.0,0.2,0.0,78.3,2.5,100,2.1,8.7
Mulgrave,Independent,2017,West Vancouver,Gr 12 enrolment: 82,0.0,0.2,0.0,78.2,0,100,0,9.7
Mulgrave,Independent,2018,West Vancouver,Gr 12 enrolment: 82,0.0,0.2,0.0,83.8,1.3,100,0,9.9
Mulgrave,Independent,2019,West Vancouver,Gr 12 enrolment: 82,0.0,0.2,0.0,81.2,2.4,100,0,9.2
Rockridge,Public,2015,West Vancouver,Gr 12 enrolment: 170,2.4,14.1,0.0,73.2,5.2,99.4,4.4,7.8
Rockridge,Public,2016,West Vancouver,Gr 12 enrolment: 170,2.4,14.1,0.0,73.5,5,97.3,7.4,7.7
Rockridge,Public,2017,West Vancouver,Gr 12 enrolment: 170,2.4,14.1,0.0,70.1,6.3,97.6,6.9,7.5
Rockridge,Public,2018,West Vancouver,Gr 12 enrolment: 170,2.4,14.1,0.0,72.1,7.7,98.6,4.3,7
Rockridge,Public,2019,West Vancouver,Gr 12 enrolment: 170,2.4,14.1,0.0,72.9,5.5,97,5.7,7.3
Sentinel,Public,2015,West Vancouver,Gr 12 enrolment: 293,3.8,4.3,26.1,76.3,3.6,98.6,6,8.2
Sentinel,Public,2016,West Vancouver,Gr 12 enrolment: 293,3.8,4.3,26.1,76.2,3.6,97.3,5.5,8
Sentinel,Public,2017,West Vancouver,Gr 12 enrolment: 293,3.8,4.3,26.1,70.9,9.2,96.9,4.8,7.3
Sentinel,Public,2018,West Vancouver,Gr 12 enrolment: 293,3.8,4.3,26.1,74.7,5.4,97.2,5.4,6.9
Sentinel,Public,2019,West Vancouver,Gr 12 enrolment: 293,3.8,4.3,26.1,73.6,3.5,100,2.4,7.9
West Vancouver,Public,2015,West Vancouver,Gr 12 enrolment: 299,7.4,9.1,0.0,70.8,9.9,97.3,8.5,6.4
West Vancouver,Public,2016,West Vancouver,Gr 12 enrolment: 299,7.4,9.1,0.0,71.3,8.4,98.2,8.9,6.8
West Vancouver,Public,2017,West Vancouver,Gr 12 enrolment: 299,7.4,9.1,0.0,67.2,12.1,99.2,3.2,6.2
West Vancouver,Public,2018,West Vancouver,Gr 12 enrolment: 299,7.4,9.1,0.0,70.2,10.2,98.6,0.9,6.5
West Vancouver,Public,2019,West Vancouver,Gr 12 enrolment: 299,7.4,9.1,0.0,69.2,7.4,98.3,4.3,6.8
Alberni District,Public,2015,Port Alberni,Gr 12 enrolment: 211,0.9,16.6,11.1,65.6,11.5,96.3,10.1,5.6
Alberni District,Public,2016,Port Alberni,Gr 12 enrolment: 211,0.9,16.6,11.1,64,14.4,93.7,19.3,4.4
Alberni District,Public,2017,Port Alberni,Gr 12 enrolment: 211,0.9,16.6,11.1,66.6,7,96.9,12.7,6.7
Alberni District,Public,2018,Port Alberni,Gr 12 enrolment: 211,0.9,16.6,11.1,69,6.3,94.4,16.7,6.5
Alberni District,Public,2019,Port Alberni,Gr 12 enrolment: 211,0.9,16.6,11.1,65,9.3,96.1,5.5,5.9
Carihi,Public,2015,Campbell River,Gr 12 enrolment: 194,0.6,15.4,26.0,67.2,10.7,99.4,11,6.5
Carihi,Public,2016,Campbell River,Gr 12 enrolment: 194,0.6,15.4,26.0,66.9,12.8,97.8,15.7,6
Carihi,Public,2017,Campbell River,Gr 12 enrolment: 194,0.6,15.4,26.0,69.2,5.8,98.3,12.3,7.3
Carihi,Public,2018,Campbell River,Gr 12 enrolment: 194,0.6,15.4,26.0,72.9,3.5,97.7,20.6,7.6
Carihi,Public,2019,Campbell River,Gr 12 enrolment: 194,0.6,15.4,26.0,73.4,1.7,99.4,11.8,8.6
Timberline,Public,2015,Campbell River,Gr 12 enrolment: 185,0.0,14.8,0.0,67.5,8.4,100,8.5,6.6
Timberline,Public,2016,Campbell River,Gr 12 enrolment: 185,0.0,14.8,0.0,67.2,15,98,14.3,5.5
Timberline,Public,2017,Campbell River,Gr 12 enrolment: 185,0.0,14.8,0.0,65,12.3,98.2,9.7,5.8
Timberline,Public,2018,Campbell River,Gr 12 enrolment: 185,0.0,14.8,0.0,68.9,7.6,99.3,11.9,5.8
Timberline,Public,2019,Campbell River,Gr 12 enrolment: 185,0.0,14.8,0.0,70.1,5.6,98,16.6,6
Caledonia,Public,2015,Terrace,Gr 12 enrolment: 156,0.0,16.2,7.1,66.1,12.2,90.1,17.7,5.5
Caledonia,Public,2016,Terrace,Gr 12 enrolment: 156,0.0,16.2,7.1,68.3,9.3,91.7,10.9,5.9
Caledonia,Public,2017,Terrace,Gr 12 enrolment: 156,0.0,16.2,7.1,69.7,7.3,91.9,28.5,5.9
Caledonia,Public,2018,Terrace,Gr 12 enrolment: 156,0.0,16.2,7.1,72.5,2.7,94.3,17.9,7.1
Caledonia,Public,2019,Terrace,Gr 12 enrolment: 156,0.0,16.2,7.1,70.1,6.8,90.4,23.8,5.7
Hazelton,Public,2015,Hazelton,Gr 12 enrolment: 75,8.7,23.8,3.7,56.5,33.7,91.2,32,1.4
Hazelton,Public,2016,Hazelton,Gr 12 enrolment: 75,8.7,23.8,3.7,50.2,48.7,91.7,40.1,0
Hazelton,Public,2017,Hazelton,Gr 12 enrolment: 75,8.7,23.8,3.7,56.8,26.5,100,35.1,2
Hazelton,Public,2018,Hazelton,Gr 12 enrolment: 75,8.7,23.8,3.7,51.6,34.3,79.5,47.6,0
Hazelton,Public,2019,Hazelton,Gr 12 enrolment: 75,8.7,23.8,3.7,54.2,38.6,86.7,53.9,0
Mount Elizabeth,Public,2015,Kitimat,Gr 12 enrolment: 73,0.0,17.5,8.0,65.5,14,92.8,16.7,5.3
Mount Elizabeth,Public,2016,Kitimat,Gr 12 enrolment: 73,0.0,17.5,8.0,66.7,13.1,93.2,13.3,4.9
Mount Elizabeth,Public,2017,Kitimat,Gr 12 enrolment: 73,0.0,17.5,8.0,64.5,13.3,96.2,4.1,5.7
Mount Elizabeth,Public,2018,Kitimat,Gr 12 enrolment: 73,0.0,17.5,8.0,68.6,6.7,96.5,14.9,5.7
Mount Elizabeth,Public,2019,Kitimat,Gr 12 enrolment: 73,0.0,17.5,8.0,65.8,14.3,92.7,31.8,1.7
Georges P Vanier,Public,2015,Courtenay,Gr 12 enrolment: 233,0.0,14.6,0.0,64,13.3,93,23.2,4.8
Georges P Vanier,Public,2016,Courtenay,Gr 12 enrolment: 233,0.0,14.6,0.0,64.4,14.2,97.9,15.9,5.1
Georges P Vanier,Public,2017,Courtenay,Gr 12 enrolment: 233,0.0,14.6,0.0,62.8,16.9,97.2,13.2,4.7
Georges P Vanier,Public,2018,Courtenay,Gr 12 enrolment: 233,0.0,14.6,0.0,69.1,8.2,99.1,13.2,5.9
Georges P Vanier,Public,2019,Courtenay,Gr 12 enrolment: 233,0.0,14.6,0.0,66.5,8.2,99,10.5,6.4
Highland,Public,2015,Comox,Gr 12 enrolment: 126,1.0,15.8,0.0,68.4,9.1,95.4,24,5.7
Highland,Public,2016,Comox,Gr 12 enrolment: 126,1.0,15.8,0.0,68.7,12.5,98.6,10.4,6.2
Highland,Public,2017,Comox,Gr 12 enrolment: 126,1.0,15.8,0.0,68.5,14.8,92,16.6,6.9
Highland,Public,2018,Comox,Gr 12 enrolment: 126,1.0,15.8,0.0,71.2,9.2,98.2,14.4,6.6
Highland,Public,2019,Comox,Gr 12 enrolment: 126,1.0,15.8,0.0,71.6,7.8,94.8,9.6,6.7
Mark R. Isfeld,Public,2015,Courtenay,Gr 12 enrolment: 224,0.6,9.0,42.7,72.6,4.5,99.3,10.4,7.9
Mark R. Isfeld,Public,2016,Courtenay,Gr 12 enrolment: 224,0.6,9.0,42.7,70.8,6.7,98.9,6.1,7.1
Mark R. Isfeld,Public,2017,Courtenay,Gr 12 enrolment: 224,0.6,9.0,42.7,71,6.7,98.4,19.6,7.6
Mark R. Isfeld,Public,2018,Courtenay,Gr 12 enrolment: 224,0.6,9.0,42.7,71.2,7.6,98.8,11.6,6.8
Mark R. Isfeld,Public,2019,Courtenay,Gr 12 enrolment: 224,0.6,9.0,42.7,71.7,6.6,98,15.3,6.5
Brentwood College,Independent,2015,Mill Bay,Gr 12 enrolment: 154,0.0,5.6,0.0,80.6,0.8,99.3,3.5,9.2
Brentwood College,Independent,2016,Mill Bay,Gr 12 enrolment: 154,0.0,5.6,0.0,77.7,3.2,100,2.7,8.6
Brentwood College,Independent,2017,Mill Bay,Gr 12 enrolment: 154,0.0,5.6,0.0,82.8,0.7,99.3,3.5,9.8
Brentwood College,Independent,2018,Mill Bay,Gr 12 enrolment: 154,0.0,5.6,0.0,84.4,0,100,3.5,10
Brentwood College,Independent,2019,Mill Bay,Gr 12 enrolment: 154,0.0,5.6,0.0,80.8,0.7,100,4,9.8
Chemainus,Public,2015,Chemainus,Gr 12 enrolment: 44,0.0,14.1,0.0,69.4,6.4,96.9,11.4,6.6
Chemainus,Public,2016,Chemainus,Gr 12 enrolment: 44,0.0,14.1,0.0,66,12.9,95.8,22,5.6
Chemainus,Public,2017,Chemainus,Gr 12 enrolment: 44,0.0,14.1,0.0,73.7,4.3,97.6,17.3,7.9
Chemainus,Public,2018,Chemainus,Gr 12 enrolment: 44,0.0,14.1,0.0,69.2,10.2,100,16.9,6.5
Chemainus,Public,2019,Chemainus,Gr 12 enrolment: 44,0.0,14.1,0.0,63.3,13.3,100,17,4
Cowichan,Public,2015,Duncan,Gr 12 enrolment: 286,0.8,13.0,14.3,64.9,13.7,98.4,9,5.5
Cowichan,Public,2016,Duncan,Gr 12 enrolment: 286,0.8,13.0,14.3,65,14.7,98.2,9.6,5.3
Cowichan,Public,2017,Duncan,Gr 12 enrolment: 286,0.8,13.0,14.3,62.6,18.3,97.1,12.5,4.1
Cowichan,Public,2018,Duncan,Gr 12 enrolment: 286,0.8,13.0,14.3,65.3,13.1,96.4,11.9,4.6
Cowichan,Public,2019,Duncan,Gr 12 enrolment: 286,0.8,13.0,14.3,63.7,14.2,99.2,9,4.4
Frances Kelsey,Public,2015,Mill Bay,Gr 12 enrolment: 180,1.1,14.1,0.0,67.5,11.7,100,17.2,5.4
Frances Kelsey,Public,2016,Mill Bay,Gr 12 enrolment: 180,1.1,14.1,0.0,66.4,13.8,99,14.7,4.6
Frances Kelsey,Public,2017,Mill Bay,Gr 12 enrolment: 180,1.1,14.1,0.0,65.3,11.7,97.9,17.7,5.1
Frances Kelsey,Public,2018,Mill Bay,Gr 12 enrolment: 180,1.1,14.1,0.0,70.3,5.6,98.2,19,5.6
Frances Kelsey,Public,2019,Mill Bay,Gr 12 enrolment: 180,1.1,14.1,0.0,67.5,5.1,96.6,17.4,5.6
Lake Cowichan,Public,2015,Lake Cowichan,Gr 12 enrolment: 37,0.0,15.9,0.0,65.5,6.5,100,11.1,6.8
Lake Cowichan,Public,2016,Lake Cowichan,Gr 12 enrolment: 37,0.0,15.9,0.0,64.5,13.9,97.1,13.4,5.2
Lake Cowichan,Public,2017,Lake Cowichan,Gr 12 enrolment: 37,0.0,15.9,0.0,66.5,11.4,100,16.8,5.6
Lake Cowichan,Public,2018,Lake Cowichan,Gr 12 enrolment: 37,0.0,15.9,0.0,n/a,n/a,n/a,n/a,n/a
Lake Cowichan,Public,2019,Lake Cowichan,Gr 12 enrolment: 37,0.0,15.9,0.0,61.3,16.7,100,27.1,2.3
Shawnigan Lake,Independent,2015,Shawnigan Lake,Gr 12 enrolment: 130,0.0,5.7,0.0,78.7,1,100,0,9.4
Shawnigan Lake,Independent,2016,Shawnigan Lake,Gr 12 enrolment: 130,0.0,5.7,0.0,78.4,1.1,100,0,8.9
Shawnigan Lake,Independent,2017,Shawnigan Lake,Gr 12 enrolment: 130,0.0,5.7,0.0,76.1,0,100,0,9.3
Shawnigan Lake,Independent,2018,Shawnigan Lake,Gr 12 enrolment: 130,0.0,5.7,0.0,77.2,1.6,100,0,8.1
Shawnigan Lake,Independent,2019,Shawnigan Lake,Gr 12 enrolment: 130,0.0,5.7,0.0,74,2.3,99.2,0,7.4
Belmont,Public,2015,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,64.4,14.1,93.1,15,4.6
Belmont,Public,2016,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,63,19,94,16.8,3.9
Belmont,Public,2017,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,59,21.3,90.7,28.8,2.3
Belmont,Public,2018,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,63.9,14.9,92.1,24,3.3
Belmont,Public,2019,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,64.8,11.7,94.4,13.9,4
Claremont,Public,2015,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,71.2,6.5,89.8,13.8,6.1
Claremont,Public,2016,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,72.1,5.8,96.5,9.3,7.1
Claremont,Public,2017,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,68.7,8.1,95.3,12.9,6
Claremont,Public,2018,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,71.6,7.4,96.9,5.6,6.4
